Row ID,Salesman ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Postal Code,Product ID, Sales ,Quantity,Discount, Profit 
580,STAFF-2697,CA-2017-118640,12-Sep-20,01-Oct-20,Standard Class,CS-11950,Carlos Soltero,Consumer,94000,FUR-FU-10001475, 8.792 ,1,0.6, -5.7148 
581,STAFF-1093,CA-2015-132906,20-Aug-22,29-Aug-22,Standard Class,CC-12145,Charles Crestani,Consumer,70200,OFF-SU-10004498, 51.52 ,4,0, 1.5456 
582,STAFF-1813,CA-2017-145233,26-Jun-23,25-Jul-23,Standard Class,DV-13465,Dianna Vittorini,Consumer,11500,TEC-PH-10004977, 470.376 ,3,0.2, 52.9173 
583,STAFF-1470,CA-2017-145233,11-Sep-23,25-Sep-23,Standard Class,DV-13465,Dianna Vittorini,Consumer,96850,TEC-PH-10000586, 105.584 ,2,0.2, 9.2386 
584,STAFF-19,CA-2017-145233,10-Feb-17,05-Mar-17,Standard Class,DV-13465,Dianna Vittorini,Consumer,78300,OFF-AP-10000358, 31.152 ,3,0.2, 3.5046 
585,STAFF-1457,CA-2017-145233,21-Dec-23,07-Jan-24,Standard Class,DV-13465,Dianna Vittorini,Consumer,26450,OFF-BI-10002764, 6.783 ,7,0.7, -4.7481 
586,STAFF-2884,CA-2017-145233,03-Jun-23,14-Jun-23,Standard Class,DV-13465,Dianna Vittorini,Consumer,71900,TEC-PH-10001254, 406.368 ,4,0.2, 30.4776 
587,STAFF-1938,CA-2015-128139,16-Dec-22,28-Dec-22,Standard Class,BD-11725,Bruce Degenhardt,Consumer,80000,FUR-CH-10003956, 70.98 ,1,0, 4.9686 
588,STAFF-1300,CA-2015-128139,15-Jan-22,28-Jan-22,Standard Class,BD-11725,Bruce Degenhardt,Consumer,43100,OFF-LA-10003930, 294.93 ,3,0, 144.5157 
589,STAFF-2245,US-2016-156986,29-Jun-23,11-Jul-23,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,90000,TEC-PH-10003800, 84.784 ,2,0.2, -20.1362 
590,STAFF-1246,US-2016-156986,28-Apr-23,19-May-23,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,89500,OFF-PA-10002005, 20.736 ,4,0.2, 7.2576 
591,STAFF-83,US-2016-156986,02-Aug-20,12-Aug-20,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,26300,OFF-BI-10002498, 16.821 ,3,0.7, -12.8961 
592,STAFF-2173,US-2016-156986,02-Dec-22,17-Dec-22,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,50350,OFF-PA-10004101, 10.368 ,2,0.2, 3.6288 
593,STAFF-481,CA-2014-135405,23-Jul-23,16-Aug-23,Standard Class,MS-17830,Melanie Seite,Consumer,57000,OFF-AR-10004078, 9.344 ,2,0.2, 1.168 
594,STAFF-951,CA-2014-135405,28-Mar-24,07-Apr-24,Standard Class,MS-17830,Melanie Seite,Consumer,85200,TEC-AC-10001266, 31.2 ,3,0.2, 9.75 
595,STAFF-2160,CA-2014-131450,29-Oct-22,28-Nov-22,Standard Class,LR-16915,Lena Radford,Consumer,42100,OFF-AP-10004708, 76.12 ,2,0, 22.0748 
596,STAFF-2461,CA-2014-131450,02-Apr-16,09-Apr-16,Standard Class,LR-16915,Lena Radford,Consumer,91000,TEC-CO-10004115, 1199.976 ,3,0.2, 434.9913 
597,STAFF-1071,CA-2014-131450,05-Oct-21,31-Oct-21,Standard Class,LR-16915,Lena Radford,Consumer,12100,TEC-PH-10002398, 445.96 ,5,0.2, 55.745 
598,STAFF-1986,CA-2014-131450,03-Mar-24,24-Mar-24,Standard Class,LR-16915,Lena Radford,Consumer,9010,FUR-FU-10001979, 327.76 ,8,0, 91.7728 
599,STAFF-2709,CA-2016-120180,12-Oct-19,25-Oct-19,First Class,TP-21130,Theone Pippenger,Consumer,85200,OFF-SU-10004115, 11.632 ,2,0.2, 1.0178 
600,STAFF-964,US-2016-100720,26-Apr-20,03-May-20,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,26150,TEC-PH-10001425, 143.982 ,3,0.4, -28.7964 
601,STAFF-1820,US-2016-100720,11-Aug-16,29-Aug-16,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,59100,TEC-PH-10003963, 494.376 ,4,0.4, -115.3544 
602,STAFF-2255,US-2016-100720,02-Mar-24,19-Mar-24,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,34310,OFF-SU-10001574, 5.84 ,2,0.2, 0.73 
603,STAFF-1979,CA-2014-149958,17-May-22,09-Jun-22,Standard Class,AS-10240,Alan Shonely,Consumer,20050,OFF-ST-10001490, 142.776 ,1,0.2, 17.847 
604,STAFF-756,CA-2014-149958,22-Dec-18,10-Jan-19,Standard Class,AS-10240,Alan Shonely,Consumer,10050,FUR-FU-10001756, 45.696 ,3,0.2, 5.1408 
605,STAFF-448,CA-2014-149958,05-Aug-23,03-Sep-23,Standard Class,AS-10240,Alan Shonely,Consumer,89500,OFF-BI-10000773, 7.218 ,3,0.7, -5.5338 
606,STAFF-635,CA-2014-149958,04-Apr-20,13-Apr-20,Standard Class,AS-10240,Alan Shonely,Consumer,81850,OFF-BI-10001543, 43.188 ,4,0.7, -31.6712 
607,STAFF-812,CA-2014-149958,21-Mar-24,03-Apr-24,Standard Class,AS-10240,Alan Shonely,Consumer,96000,OFF-PA-10002120, 131.904 ,3,0.2, 47.8152 
608,STAFF-125,US-2014-105767,12-Oct-15,04-Nov-15,Standard Class,AR-10510,Andrew Roberts,Consumer,93350,OFF-BI-10000848, 3.282 ,2,0.7, -2.6256 
609,STAFF-2525,US-2014-105767,18-Sep-22,18-Oct-22,Standard Class,AR-10510,Andrew Roberts,Consumer,89000,OFF-AR-10001246, 21.168 ,9,0.2, 2.3814 
610,STAFF-1259,US-2014-105767,30-Mar-22,07-Apr-22,Standard Class,AR-10510,Andrew Roberts,Consumer,91039,TEC-PH-10003092, 55.188 ,2,0.4, -10.1178 
611,STAFF-388,CA-2016-161816,18-Apr-15,18-May-15,First Class,NB-18655,Nona Balk,Corporate,83000,TEC-PH-10003012, 369.576 ,3,0.2, 41.5773 
612,STAFF-1689,CA-2016-161816,14-Oct-22,01-Nov-22,First Class,NB-18655,Nona Balk,Corporate,16400,OFF-LA-10004345, 15.712 ,4,0.2, 5.6956 
613,STAFF-2691,CA-2016-121223,01-May-20,14-May-20,Second Class,GD-14590,Giulietta Dortch,Corporate,43650,OFF-PA-10001204, 8.448 ,2,0.2, 2.64 
614,STAFF-2037,CA-2016-121223,26-Oct-21,25-Nov-21,Second Class,GD-14590,Giulietta Dortch,Corporate,84800,TEC-PH-10004667, 728.946 ,9,0.4, -157.9383 
615,STAFF-1456,CA-2017-138611,08-May-22,02-Jun-22,Second Class,CK-12595,Clytie Kelty,Consumer,22100,TEC-PH-10000011, 119.94 ,10,0.4, 15.992 
616,STAFF-546,CA-2017-138611,08-Jan-18,27-Jan-18,Second Class,CK-12595,Clytie Kelty,Consumer,14310,OFF-BI-10002949, 3.648 ,2,0.7, -2.7968 
617,STAFF-549,CA-2017-117947,08-Apr-24,03-May-24,Second Class,NG-18355,Nat Gilpin,Corporate,78000,FUR-FU-10003849, 40.48 ,2,0, 15.7872 
618,STAFF-649,CA-2017-117947,17-May-21,02-Jun-21,Second Class,NG-18355,Nat Gilpin,Corporate,47630,FUR-FU-10000010, 9.94 ,2,0, 3.0814 
619,STAFF-463,CA-2017-117947,11-Apr-20,19-Apr-20,Second Class,NG-18355,Nat Gilpin,Corporate,71200,OFF-BI-10002824, 107.424 ,9,0.2, 33.57 
620,STAFF-1245,CA-2017-117947,29-Jan-23,21-Feb-23,Second Class,NG-18355,Nat Gilpin,Corporate,26810,TEC-PH-10002538, 37.91 ,1,0, 10.9939 
621,STAFF-1434,CA-2017-117947,16-Oct-22,28-Oct-22,Second Class,NG-18355,Nat Gilpin,Corporate,6700,FUR-FU-10000521, 88.02 ,3,0, 27.2862 
622,STAFF-1354,US-2014-111171,22-Oct-23,30-Oct-23,Standard Class,CA-12265,Christina Anderson,Consumer,28380,OFF-BI-10002103, 8.69 ,5,0.8, -14.773 
623,STAFF-2840,CA-2015-138009,28-Jan-17,21-Feb-17,Standard Class,SF-20965,Sylvia Foulston,Corporate,83200,FUR-CH-10004853, 301.96 ,2,0, 87.5684 
624,STAFF-570,CA-2015-138009,19-Mar-24,14-Apr-24,Standard Class,SF-20965,Sylvia Foulston,Corporate,73460,OFF-AP-10000179, 555.21 ,5,0.1, 178.901 
625,STAFF-2405,CA-2015-138009,13-Dec-07,24-Dec-07,Standard Class,SF-20965,Sylvia Foulston,Corporate,33040,OFF-ST-10001272, 523.48 ,4,0, 130.87 
626,STAFF-792,CA-2015-138009,10-Mar-20,31-Mar-20,Standard Class,SF-20965,Sylvia Foulston,Corporate,59000,OFF-AR-10004042, 161.82 ,9,0, 46.9278 
627,STAFF-835,CA-2017-163020,05-Feb-23,04-Mar-23,Standard Class,MO-17800,Meg O'Connel,Home Office,84900,FUR-FU-10000221, 35.56 ,7,0, 12.0904 
628,STAFF-626,CA-2017-153787,21-Oct-22,12-Nov-22,Standard Class,AT-10735,Annie Thurman,Consumer,16500,OFF-AP-10001563, 97.16 ,2,0, 28.1764 
629,STAFF-481,CA-2017-133431,26-Feb-23,21-Mar-23,Standard Class,LC-17140,Logan Currie,Consumer,33800,OFF-BI-10000605, 15.24 ,5,0.2, 5.1435 
630,STAFF-830,CA-2017-133431,04-Nov-20,27-Nov-20,Standard Class,LC-17140,Logan Currie,Consumer,20200,OFF-PA-10002615, 13.23 ,3,0, 6.0858 
631,STAFF-2256,US-2016-135720,02-Oct-23,19-Oct-23,Second Class,FM-14380,Fred McMath,Consumer,21000,OFF-ST-10001963, 243.384 ,3,0.2, -51.7191 
632,STAFF-2746,US-2016-135720,10-Dec-23,19-Dec-23,Second Class,FM-14380,Fred McMath,Consumer,50450,TEC-AC-10001267, 119.8 ,5,0.2, 29.95 
633,STAFF-371,US-2016-135720,08-Jan-18,24-Jan-18,Second Class,FM-14380,Fred McMath,Consumer,98700,TEC-PH-10002103, 300.768 ,4,0.2, 30.0768 
634,STAFF-1356,CA-2017-144694,21-Jul-21,29-Jul-21,Second Class,BD-11605,Brian Dahlen,Consumer,5100,TEC-AC-10002857, 17.88 ,3,0.2, 2.4585 
635,STAFF-394,CA-2017-144694,22-Jun-20,14-Jul-20,Second Class,BD-11605,Brian Dahlen,Consumer,26060,OFF-LA-10003930, 235.944 ,3,0.2, 85.5297 
636,STAFF-519,CA-2015-168004,19-Aug-22,18-Sep-22,Second Class,DJ-13420,Denny Joy,Corporate,36000,FUR-CH-10001482, 392.94 ,3,0, 43.2234 
637,STAFF-1608,US-2016-123470,28-Aug-22,04-Sep-22,Standard Class,ME-17725,Max Engle,Consumer,23200,OFF-BI-10001989, 18.882 ,3,0.7, -13.8468 
638,STAFF-1296,US-2016-123470,12-Mar-20,26-Mar-20,Standard Class,ME-17725,Max Engle,Consumer,72000,OFF-AP-10003287, 122.328 ,3,0.2, 12.2328 
639,STAFF-2687,CA-2016-115917,23-Oct-20,30-Oct-20,Standard Class,RB-19465,Rick Bensley,Home Office,43650,FUR-FU-10000576, 1049.2 ,5,0, 272.792 
640,STAFF-2743,CA-2016-115917,27-Jul-15,11-Aug-15,Standard Class,RB-19465,Rick Bensley,Home Office,62300,OFF-BI-10004728, 15.424 ,4,0.2, 5.0128 
641,STAFF-1080,CA-2016-147067,12-May-21,21-May-21,Standard Class,JD-16150,Justin Deggeller,Corporate,6150,FUR-FU-10000732, 18.84 ,3,0, 6.0288 
642,STAFF-2272,CA-2017-167913,30-Sep-23,23-Oct-23,Second Class,JL-15835,John Lee,Consumer,27150,OFF-ST-10000585, 330.4 ,2,0, 85.904 
643,STAFF-2264,CA-2017-167913,05-Oct-23,02-Nov-23,Second Class,JL-15835,John Lee,Consumer,8300,OFF-LA-10002787, 26.25 ,7,0, 12.6 
644,STAFF-568,CA-2017-106103,21-Nov-20,10-Dec-20,Standard Class,SC-20305,Sean Christensen,Consumer,40160,TEC-AC-10003832, 132.52 ,4,0, 54.3332 
645,STAFF-2816,US-2017-127719,16-Mar-23,10-Apr-23,Standard Class,TW-21025,Tamara Willingham,Home Office,45800,OFF-PA-10001934, 6.48 ,1,0, 3.1752 
646,STAFF-463,CA-2017-126221,29-Dec-19,22-Jan-20,Standard Class,CC-12430,Chuck Clark,Home Office,71900,OFF-AP-10002457, 209.3 ,2,0, 56.511 
647,STAFF-227,CA-2016-103947,12-Feb-23,07-Mar-23,Standard Class,BB-10990,Barry Blumstein,Corporate,50150,OFF-FA-10003112, 31.56 ,5,0.2, 9.8625 
648,STAFF-2351,CA-2016-103947,19-Mar-21,14-Apr-21,Standard Class,BB-10990,Barry Blumstein,Corporate,26010,OFF-AP-10002350, 30.144 ,2,0.2, 3.0144 
649,STAFF-1253,CA-2016-160745,16-Dec-23,03-Jan-24,Second Class,AR-10825,Anthony Rawles,Corporate,42610,FUR-FU-10001935, 14.8 ,4,0, 6.068 
650,STAFF-635,CA-2016-160745,11-Mar-20,09-Apr-20,Second Class,AR-10825,Anthony Rawles,Corporate,36500,TEC-PH-10003273, 302.376 ,3,0.2, 22.6782 
651,STAFF-620,CA-2016-160745,11-Jun-17,08-Jul-17,Second Class,AR-10825,Anthony Rawles,Corporate,86000,TEC-AC-10001142, 316 ,4,0, 31.6 
652,STAFF-1245,CA-2016-132661,28-Aug-20,18-Sep-20,Standard Class,SR-20740,Steven Roelle,Home Office,27660,OFF-PA-10000482, 379.4 ,10,0, 178.318 
653,STAFF-44,CA-2017-140844,12-Nov-15,07-Dec-15,Standard Class,AR-10405,Allen Rosenblatt,Corporate,8800,OFF-PA-10003892, 97.82 ,2,0, 45.9754 
654,STAFF-1243,CA-2017-140844,08-May-19,24-May-19,Standard Class,AR-10405,Allen Rosenblatt,Corporate,36030,TEC-AC-10001101, 103.12 ,8,0, 10.312 
655,STAFF-2886,CA-2016-137239,02-Jan-24,09-Jan-24,Standard Class,CR-12730,Craig Reiter,Consumer,31200,OFF-AP-10002439, 113.552 ,2,0.2, 8.5164 
656,STAFF-2705,CA-2016-137239,05-Nov-10,23-Nov-10,Standard Class,CR-12730,Craig Reiter,Consumer,49000,OFF-BI-10002827, 3.318 ,2,0.7, -2.6544 
657,STAFF-1083,CA-2016-137239,26-Sep-21,09-Oct-21,Standard Class,CR-12730,Craig Reiter,Consumer,27620,OFF-EN-10002230, 134.288 ,2,0.2, 45.3222 
658,STAFF-2351,US-2016-156097,21-Aug-21,13-Sep-21,Same Day,EH-14125,Eugene Hildebrand,Home Office,26080,FUR-CH-10001215, 701.372 ,2,0.3, -50.098 
659,STAFF-2885,US-2016-156097,26-Aug-23,20-Sep-23,Same Day,EH-14125,Eugene Hildebrand,Home Office,10250,OFF-BI-10004654, 2.308 ,2,0.8, -3.462 
660,STAFF-1438,CA-2015-146563,07-Feb-21,16-Feb-21,Standard Class,CB-12025,Cassandra Brandow,Consumer,36810,OFF-ST-10001490, 999.432 ,7,0.2, 124.929 
661,STAFF-2116,CA-2015-146563,28-Feb-22,17-Mar-22,Standard Class,CB-12025,Cassandra Brandow,Consumer,98750,OFF-ST-10001511, 724.08 ,14,0.2, -135.765 
662,STAFF-1923,CA-2015-146563,28-Sep-22,07-Oct-22,Standard Class,CB-12025,Cassandra Brandow,Consumer,96200,FUR-TA-10001768, 918.785 ,5,0.3, -118.1295 
663,STAFF-445,CA-2015-146563,12-Apr-21,08-May-21,Standard Class,CB-12025,Cassandra Brandow,Consumer,42940,OFF-BI-10003981, 2.724 ,3,0.8, -4.2222 
664,STAFF-759,CA-2016-123666,19-Mar-24,15-Apr-24,Standard Class,SP-20545,Sibella Parks,Corporate,88200,OFF-ST-10001522, 459.95 ,5,0, 18.398 
665,STAFF-2417,CA-2016-143308,11-Nov-23,08-Dec-23,Same Day,RC-19825,Roy Collins,Consumer,68100,OFF-FA-10000621, 10.74 ,3,0, 5.2626 
666,STAFF-168,CA-2017-132682,30-Mar-13,13-Apr-13,Second Class,TH-21235,Tiffany House,Corporate,73200,OFF-SU-10004231, 23.76 ,3,0.2, 2.079 
667,STAFF-2211,CA-2017-132682,14-Dec-16,01-Jan-17,Second Class,TH-21235,Tiffany House,Corporate,27050,OFF-PA-10000474, 85.056 ,3,0.2, 28.7064 
668,STAFF-1250,CA-2017-132682,16-Jul-20,10-Aug-20,Second Class,TH-21235,Tiffany House,Corporate,34030,TEC-PH-10004042, 381.576 ,3,0.2, 28.6182 
669,STAFF-812,CA-2014-156314,23-Sep-23,15-Oct-23,First Class,RP-19390,Resi Pölking,Consumer,10350,FUR-FU-10003096, 30.36 ,5,0.2, 8.7285 
670,STAFF-447,US-2017-106663,24-Oct-18,22-Nov-18,Standard Class,MO-17800,Meg O'Connel,Home Office,10470,FUR-FU-10002759, 23.976 ,3,0.6, -14.3856 
671,STAFF-2173,US-2017-106663,14-Dec-22,03-Jan-23,Standard Class,MO-17800,Meg O'Connel,Home Office,36800,FUR-TA-10000688, 108.925 ,1,0.5, -71.8905 
672,STAFF-438,US-2017-106663,24-Aug-22,17-Sep-22,Standard Class,MO-17800,Meg O'Connel,Home Office,17060,OFF-PA-10002377, 36.352 ,8,0.2, 11.36 
673,STAFF-562,CA-2017-111178,28-Oct-23,06-Nov-23,Standard Class,TD-20995,Tamara Dahlen,Consumer,11400,OFF-AR-10001954, 19.56 ,5,0.2, 1.7115 
674,STAFF-71,CA-2017-130351,07-Jul-12,06-Aug-12,First Class,RB-19570,Rob Beeghly,Consumer,2400,OFF-AP-10004532, 61.44 ,3,0, 16.5888 
675,STAFF-304,CA-2017-130351,03-Feb-24,11-Feb-24,First Class,RB-19570,Rob Beeghly,Consumer,32610,OFF-PA-10002137, 38.9 ,5,0, 17.505 
676,STAFF-1990,CA-2017-130351,20-May-24,02-Jun-24,First Class,RB-19570,Rob Beeghly,Consumer,71760,TEC-AC-10003832, 99.39 ,3,0, 40.7499 
677,STAFF-2749,US-2017-119438,27-Dec-23,18-Jan-24,Standard Class,CD-11980,Carol Darley,Consumer,96350,OFF-AP-10000804, 2.688 ,3,0.8, -7.392 
678,STAFF-404,US-2017-119438,15-Nov-20,13-Dec-20,Standard Class,CD-11980,Carol Darley,Consumer,21600,TEC-AC-10003614, 27.816 ,3,0.2, 4.5201 
679,STAFF-2688,US-2017-119438,29-Nov-18,10-Dec-18,Standard Class,CD-11980,Carol Darley,Consumer,31100,FUR-FU-10003553, 82.524 ,3,0.6, -41.262 
680,STAFF-2567,US-2017-119438,20-Sep-16,05-Oct-16,Standard Class,CD-11980,Carol Darley,Consumer,41100,OFF-BI-10004632, 182.994 ,3,0.8, -320.2395 
681,STAFF-666,CA-2016-164511,08-Sep-23,27-Sep-23,Standard Class,DJ-13630,Doug Jacobs,Consumer,81750,OFF-BI-10003305, 14.352 ,3,0.2, 4.6644 
682,STAFF-2538,CA-2016-164511,06-Nov-14,20-Nov-14,Standard Class,DJ-13630,Doug Jacobs,Consumer,50586,OFF-ST-10002583, 64.96 ,2,0, 2.5984 
683,STAFF-776,CA-2016-164511,12-Apr-24,06-May-24,Standard Class,DJ-13630,Doug Jacobs,Consumer,50470,OFF-ST-10004507, 68.6 ,4,0, 18.522 
684,STAFF-2532,US-2017-168116,11-May-24,24-May-24,Same Day,GT-14635,Grant Thornton,Corporate,8340,TEC-MA-10004125, 7999.98 ,4,0.5, -3839.9904 
685,STAFF-153,US-2017-168116,11-Feb-24,23-Feb-24,Same Day,GT-14635,Grant Thornton,Corporate,39200,OFF-AP-10002457, 167.44 ,2,0.2, 14.651 
686,STAFF-2173,CA-2014-157784,28-Mar-19,20-Apr-19,First Class,MC-17845,Michael Chen,Consumer,73450,TEC-AC-10003911, 479.97 ,3,0, 163.1898 
687,STAFF-278,CA-2014-157784,14-Apr-12,01-May-12,First Class,MC-17845,Michael Chen,Consumer,84200,OFF-LA-10001934, 14.62 ,2,0, 6.8714 
688,STAFF-1869,CA-2014-157784,23-Jan-23,10-Feb-23,First Class,MC-17845,Michael Chen,Consumer,17020,OFF-PA-10000304, 19.44 ,3,0, 9.3312 
689,STAFF-1252,CA-2017-161480,02-Dec-16,16-Dec-16,Standard Class,RA-19285,Ralph Arnett,Consumer,33320,FUR-BO-10004015, 191.984 ,2,0.2, 4.7996 
690,STAFF-1481,US-2014-117135,27-Jan-18,08-Feb-18,Second Class,NP-18325,Naresj Patel,Consumer,10470,FUR-FU-10004071, 104.01 ,1,0, 14.5614 
691,STAFF-1817,US-2014-117135,07-Apr-23,17-Apr-23,Second Class,NP-18325,Naresj Patel,Consumer,50470,TEC-PH-10002033, 284.82 ,1,0, 74.0532 
692,STAFF-2076,US-2014-117135,10-Oct-22,02-Nov-22,Second Class,NP-18325,Naresj Patel,Consumer,31900,OFF-ST-10002444, 36.84 ,3,0, 10.3152 
693,STAFF-153,CA-2015-131534,12-Sep-18,29-Sep-18,Standard Class,AB-10165,Alan Barnes,Consumer,84100,TEC-AC-10002253, 166.24 ,1,0, 24.936 
694,STAFF-1856,CA-2015-131534,14-Jul-22,27-Jul-22,Standard Class,AB-10165,Alan Barnes,Consumer,35500,OFF-PA-10000743, 33.4 ,5,0, 16.032 
695,STAFF-1136,CA-2015-119291,09-Apr-24,03-May-24,First Class,JO-15550,Jesus Ocampo,Home Office,89700,OFF-AR-10003373, 198.272 ,8,0.2, 17.3488 
696,STAFF-1727,CA-2015-119291,20-Nov-19,01-Dec-19,First Class,JO-15550,Jesus Ocampo,Home Office,81450,OFF-LA-10002312, 47.36 ,4,0.2, 17.76 
697,STAFF-526,CA-2015-119291,10-Nov-23,01-Dec-23,First Class,JO-15550,Jesus Ocampo,Home Office,16600,OFF-EN-10000927, 200.984 ,7,0.2, 62.8075 
698,STAFF-2450,CA-2015-119291,21-Nov-18,16-Dec-18,First Class,JO-15550,Jesus Ocampo,Home Office,71600,OFF-LA-10003510, 97.696 ,4,0.2, 31.7512 
699,STAFF-1084,CA-2015-119291,30-Sep-22,13-Oct-22,First Class,JO-15550,Jesus Ocampo,Home Office,11400,OFF-AR-10001118, 2.696 ,1,0.2, 0.8088 
700,STAFF-2539,CA-2015-119291,04-Apr-17,22-Apr-17,First Class,JO-15550,Jesus Ocampo,Home Office,16250,OFF-BI-10001575, 18.588 ,2,0.7, -13.6312 
701,STAFF-862,CA-2015-119291,18-Jun-11,01-Jul-11,First Class,JO-15550,Jesus Ocampo,Home Office,96150,OFF-BI-10001982, 4.896 ,3,0.7, -3.4272 
702,STAFF-470,CA-2017-114552,19-Dec-18,16-Jan-19,Standard Class,Dl-13600,Dorris liebe,Corporate,98150,FUR-FU-10002960, 15.072 ,3,0.2, 4.1448 
703,STAFF-1948,CA-2016-163755,17-Jan-19,25-Jan-19,Second Class,AS-10285,Alejandro Savely,Corporate,43300,FUR-FU-10003394, 209.88 ,3,0, 35.6796 
704,STAFF-329,CA-2015-142027,30-Nov-22,15-Dec-22,Standard Class,JK-15370,Jay Kimmel,Consumer,96150,FUR-TA-10002774, 369.912 ,3,0.2, -13.8717 
705,STAFF-1246,CA-2014-138527,06-Mar-22,17-Mar-22,Standard Class,BN-11470,Brad Norvell,Corporate,89650,OFF-PA-10001800, 10.368 ,2,0.2, 3.6288 
706,STAFF-877,CA-2014-138527,06-Oct-22,04-Nov-22,Standard Class,BN-11470,Brad Norvell,Corporate,1000,OFF-AP-10001469, 166.84 ,5,0.2, 18.7695 
707,STAFF-1413,CA-2014-138527,04-Feb-22,03-Mar-22,Standard Class,BN-11470,Brad Norvell,Corporate,82300,TEC-AC-10002399, 15.216 ,1,0.2, 2.2824 
708,STAFF-99,CA-2014-112158,03-Aug-22,12-Aug-22,First Class,DP-13165,David Philippe,Consumer,26440,TEC-AC-10003628, 119.96 ,4,0, 52.7824 
709,STAFF-307,CA-2014-112158,20-Sep-23,18-Oct-23,First Class,DP-13165,David Philippe,Consumer,40450,FUR-BO-10003272, 883.92 ,5,0.2, -110.49 
710,STAFF-377,CA-2014-112158,29-May-07,23-Jun-07,First Class,DP-13165,David Philippe,Consumer,13310,OFF-BI-10000050, 46.72 ,8,0.2, 15.768 
711,STAFF-169,CA-2014-113887,24-Dec-20,19-Jan-21,First Class,TH-21550,Tracy Hopkins,Home Office,26060,OFF-PA-10004071, 55.48 ,1,0, 26.6304 
712,STAFF-371,CA-2017-146136,24-Jun-17,07-Jul-17,Standard Class,AP-10915,Arthur Prichep,Consumer,50000,OFF-EN-10001219, 24.448 ,4,0.2, 8.8624 
713,STAFF-533,US-2017-100048,24-Mar-23,04-Apr-23,Standard Class,RS-19765,Roland Schwarz,Corporate,34310,OFF-AP-10001154, 281.34 ,6,0, 109.7226 
714,STAFF-1137,US-2017-100048,17-Oct-21,28-Oct-21,Standard Class,RS-19765,Roland Schwarz,Corporate,76400,TEC-PH-10003012, 307.98 ,2,0, 89.3142 
715,STAFF-1585,US-2017-100048,18-Jan-23,07-Feb-23,Standard Class,RS-19765,Roland Schwarz,Corporate,76400,TEC-AC-10001606, 299.97 ,3,0, 113.9886 
716,STAFF-371,CA-2014-153150,30-Aug-17,16-Sep-17,Second Class,Dl-13600,Dorris liebe,Corporate,9410,OFF-BI-10003355, 19.92 ,5,0.2, 6.972 
717,STAFF-1417,CA-2014-130092,03-Oct-23,15-Oct-23,First Class,SV-20365,Seth Vernon,Consumer,35900,FUR-FU-10000010, 9.94 ,2,0, 3.0814 
718,STAFF-2785,CA-2017-108910,04-Nov-21,26-Nov-21,Standard Class,KC-16540,Kelly Collister,Consumer,31600,FUR-FU-10002253, 103.056 ,3,0.2, 24.4758 
719,STAFF-2705,CA-2014-104472,10-Mar-20,22-Mar-20,Standard Class,CK-12325,Christine Kargatis,Home Office,47180,OFF-BI-10001658, 59.808 ,3,0.2, 19.4376 
720,STAFF-1672,CA-2014-104472,20-Dec-05,29-Dec-05,Standard Class,CK-12325,Christine Kargatis,Home Office,30350,FUR-FU-10000246, 73.32 ,6,0, 21.996 
721,STAFF-1265,CA-2016-112942,27-Mar-08,07-Apr-08,Standard Class,RD-19810,Ross DeVincentis,Home Office,72500,OFF-PA-10004092, 146.82 ,3,0, 73.41 
722,STAFF-871,CA-2016-142335,03-Nov-17,16-Nov-17,Standard Class,MP-17965,Michael Paige,Corporate,26700,FUR-TA-10000198, 1652.94 ,3,0, 231.4116 
723,STAFF-694,CA-2016-142335,15-May-20,01-Jun-20,Standard Class,MP-17965,Michael Paige,Corporate,26460,OFF-ST-10000036, 296.37 ,3,0, 80.0199 
724,STAFF-777,CA-2014-117429,14-May-22,01-Jun-22,Standard Class,MR-17545,Mathew Reese,Home Office,95300,FUR-FU-10000222, 129.92 ,5,0.2, 21.112 
725,STAFF-629,CA-2016-114713,20-Aug-23,27-Aug-23,Standard Class,SC-20695,Steve Chapman,Corporate,73440,OFF-SU-10004664, 45.584 ,7,0.2, 5.1282 
726,STAFF-1077,CA-2017-144113,09-Mar-24,24-Mar-24,Standard Class,JF-15355,Jay Fein,Consumer,21030,OFF-EN-10001141, 17.568 ,2,0.2, 6.3684 
727,STAFF-936,CA-2017-144113,30-May-22,12-Jun-22,Standard Class,JF-15355,Jay Fein,Consumer,32500,TEC-PH-10002170, 55.992 ,1,0.2, 5.5992 
728,STAFF-2441,US-2016-150861,01-Apr-24,15-Apr-24,First Class,EG-13900,Emily Grady,Consumer,35820,OFF-PA-10001954, 182.72 ,8,0, 84.0512 
729,STAFF-2766,US-2016-150861,23-Mar-20,14-Apr-20,First Class,EG-13900,Emily Grady,Consumer,18400,FUR-TA-10002228, 400.032 ,2,0.4, -153.3456 
730,STAFF-2371,US-2016-150861,01-Jun-23,26-Jun-23,First Class,EG-13900,Emily Grady,Consumer,41100,OFF-ST-10004634, 33.63 ,3,0, 10.089 
